TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.025393	0.000000
CCGT	0.001754	0.000042	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.002720	0.955769	0.048263	0.000390
CCGT_AMMONIA	0.001178	0.000028	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001386	0.590000	0.048263	0.000262
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
COAL_IGCC	0.001971	0.000029	35.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001136	0.850864	0.036934	0.000195
PV_ROOFTOP	4796.263681	63.223476	25.000000	6.500000	6.500000	98.800000	0.000000	0.013363	1.000000	0.161651	1.000000	0.048263	13529.295369
PV_UTILITY	57709.863774	1450.991069	25.000000	0.000000	172.061263	1217.000000	0.000000	0.405788	1.000000	0.185437	1.000000	0.048263	358133.474520
PT_POWER_BLOCK	0.000493	0.000030	25.000000	0.000000	0.000000	10.000000	0.000000	0.000000	1.000000	0.000193	1.000000	0.048263	0.000000
ST_POWER_BLOCK	450.103742	45.010374	25.000000	0.000000	9.002075	10.000000	0.000000	0.025022	1.000000	0.218555	1.000000	0.048263	0.000000
WIND_ONSHORE	193196.546391	2845.603971	30.000000	22.740000	169.179784	704.000000	0.000000	0.515301	1.000000	0.239492	1.000000	0.041639	105373.628603
WIND_OFFSHORE	0.011248	0.000109	30.000000	0.000000	0.000002	18.000000	0.000000	0.000000	1.000000	0.007435	1.000000	0.041639	0.001308
HYDRO_DAM	73312.037249	366.530578	40.000000	5.000000	17.452341	18.187000	0.000000	0.030889	1.000000	0.139165	1.000000	0.033427	29544.719285
HYDRO_RIVER	5473.738164	54.732606	40.000000	0.000000	1.085000	1.085000	0.000000	0.009636	1.000000	0.698322	1.000000	0.033427	1370.159691
TIDAL	0.001584	0.000098	40.000000	0.000000	0.000001	0.070000	0.000000	0.000000	1.000000	0.000297	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.015805	0.000257	30.000000	0.000000	0.000002	3.200000	0.000000	0.000000	1.000000	0.013916	0.850000	0.041639	0.044955
IND_COGEN_GAS	0.001008	0.000061	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001291	0.844900	0.048263	0.000676
IND_COGEN_WOOD	0.001760	0.000061	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.004744	0.844900	0.048263	0.000248
IND_COGEN_WASTE	0.001769	0.000062	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002281	0.844900	0.048263	0.000360
IND_BOILER_GAS	0.000961	0.000016	17.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.003256	0.944300	0.067080	0.000168
IND_BOILER_WOOD	449.193276	7.486294	17.000000	0.000000	3.249843	Infinity	0.000000	0.037021	1.000000	0.206221	0.894600	0.067080	93.822962
IND_BOILER_OIL	0.000940	0.000017	17.000000	0.000000	0.000014	Infinity	0.000000	0.000000	1.000000	0.002321	0.944300	0.067080	0.000176
IND_BOILER_COAL	0.000987	0.000016	17.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.002192	0.894600	0.067080	0.000344
IND_BOILER_WASTE	1999.020600	33.315850	17.000000	0.000000	14.462600	Infinity	0.000000	0.197551	1.000000	0.247276	0.894600	0.067080	417.535268
IND_DIRECT_ELEC	16748.966200	65.125923	15.000000	0.000000	43.197499	Infinity	0.000000	0.765428	1.000000	0.320771	0.944300	0.074944	63.500323
DHN_HP_ELEC	5526.411680	167.518510	25.000000	0.000000	13.965107	Infinity	0.000000	1.000000	1.000000	0.654037	0.944300	0.048263	2440.961002
DHN_COGEN_GAS	0.001164	0.000032	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001013	0.844900	0.048263	0.000420
DHN_COGEN_WOOD	0.001205	0.000042	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001765	0.844900	0.048263	0.000170
DHN_COGEN_WASTE	0.001517	0.000053	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001376	0.844900	0.048263	0.000309
DHN_COGEN_WET_BIOMASS	0.000580	0.000089	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001092	0.745500	0.048263	0.000398
DHN_COGEN_BIO_HYDROLYSIS	0.001484	0.000067	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001656	0.844900	0.074944	0.000195
DHN_BOILER_GAS	0.000260	0.000004	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.001496	0.944300	0.067080	0.000045
DHN_BOILER_WOOD	0.000616	0.000010	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.003658	0.894600	0.067080	0.000129
DHN_BOILER_OIL	0.000247	0.000004	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.001418	0.944300	0.067080	0.000046
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.041639	0.000000
DHN_SOLAR	0.001569	0.000002	30.000000	0.000000	0.000004	407.000000	0.000000	0.000000	1.000000	0.005446	1.000000	0.041639	0.000910
DEC_HP_ELEC	30039.489885	1119.641441	18.000000	0.000000	53.187949	Infinity	0.000000	0.792245	1.000000	0.327844	1.000000	0.063806	8770.160925
DEC_THHP_GAS	0.002225	0.000058	20.000000	0.000000	0.000006	Infinity	0.000000	0.000000	1.000000	0.005625	1.000000	0.058246	0.002346
DEC_COGEN_GAS	0.001464	0.000089	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000896	1.000000	0.058246	0.000982
DEC_COGEN_OIL	0.001499	0.000087	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000925	1.000000	0.058246	0.001084
DEC_ADVCOGEN_GAS	0.002585	0.000052	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000483	1.000000	0.058246	0.000783
DEC_ADVCOGEN_H2	0.002752	0.000043	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000324	1.000000	0.058246	0.000657
DEC_BOILER_GAS	0.001728	0.000043	17.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.002069	1.000000	0.067080	0.000192
DEC_BOILER_WOOD	0.002097	0.000061	17.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.005008	1.000000	0.067080	0.000080
DEC_BOILER_OIL	0.001368	0.000068	17.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.001954	1.000000	0.067080	0.000169
DEC_SOLAR	0.023576	0.000252	20.000000	0.000000	0.000031	407.000000	0.000000	0.000000	1.000000	0.036480	1.000000	0.058246	0.006885
DEC_DIRECT_ELEC	1857.736548	7.579160	15.000000	0.000000	42.598866	Infinity	0.000000	0.207754	1.000000	0.107343	1.000000	0.074944	62.620333
DEC_THHP_GAS_COLD	5890.692670	172.208974	20.000000	0.000000	17.359776	Infinity	0.000000	0.100000	0.100000	0.136543	1.000000	0.058246	6630.219112
DEC_ELEC_COLD	54001.587135	2251.427538	18.000000	0.000000	102.105557	Infinity	0.000000	0.900000	1.000000	0.208933	1.000000	0.063806	16836.185340
IND_ELEC_COLD	962.740065	7.774658	20.000000	0.000000	1.447795	Infinity	0.000000	1.000000	1.000000	0.950000	0.950000	0.058246	253.060042
TRAMWAY_TROLLEY	0.000000	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	36732.221331	1942.024137	15.000000	0.000000	63.557154	Infinity	0.000000	0.500000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	103280.092853	3727.411986	40.000000	40.000000	68.578168	Infinity	0.000000	0.500000	0.500000	0.275073	0.275073	0.033427	0.000000
CAR_GASOLINE	0.004046	0.000231	10.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.004985	0.051370	0.108434	0.000000
CAR_DIESEL	0.000136	0.000008	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000198	0.051370	0.108434	0.000000
CAR_NG	0.000172	0.000010	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000236	0.051370	0.108434	0.000000
CAR_METHANOL	0.000112	0.000006	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000204	0.051370	0.108434	0.000000
CAR_HEV	0.000248	0.000020	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000338	0.051370	0.108434	0.000000
CAR_PHEV	0.000000	0.000000	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_BEV	318621.329685	7344.382124	10.000000	0.000000	734.438212	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_FUEL_CELL	0.000149	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000155	0.051370	0.108434	0.000000
TRAIN_FREIGHT	2617.696852	52.351723	40.000000	0.000000	25.068922	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
