Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	0.000085	0.000042	0.000000
CCGT_AMMONIA	0.000057	0.000028	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000073	0.000029	0.000000
PV_ROOFTOP	231.484251	63.223476	0.000000
PV_UTILITY	2785.277350	1450.991069	0.000000
PT_POWER_BLOCK	0.000024	0.000030	0.000000
ST_POWER_BLOCK	21.723561	45.010374	0.000000
WIND_ONSHORE	8044.547367	2845.603971	0.000000
WIND_OFFSHORE	0.000468	0.000109	0.000000
HYDRO_DAM	2450.608925	366.530578	0.000000
HYDRO_RIVER	182.971202	54.732606	0.000000
TIDAL	0.000053	0.000098	0.000000
WAVE	0.000000	0.000000	0.000000
GEOTHERMAL	0.000658	0.000257	0.000000
IND_COGEN_GAS	0.000049	0.000061	0.000000
IND_COGEN_WOOD	0.000085	0.000061	0.000000
IND_COGEN_WASTE	0.000085	0.000062	0.000000
IND_BOILER_GAS	0.000064	0.000016	0.000000
IND_BOILER_WOOD	30.131731	7.486294	0.000000
IND_BOILER_OIL	0.000063	0.000017	0.000000
IND_BOILER_COAL	0.000066	0.000016	0.000000
IND_BOILER_WASTE	134.093616	33.315850	0.000000
IND_DIRECT_ELEC	1255.240480	65.125923	0.000000
DHN_HP_ELEC	266.723715	167.518510	0.000000
DHN_COGEN_GAS	0.000056	0.000032	0.000000
DHN_COGEN_WOOD	0.000058	0.000042	0.000000
DHN_COGEN_WASTE	0.000073	0.000053	0.000000
DHN_COGEN_WET_BIOMASS	0.000028	0.000089	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000111	0.000067	0.000000
DHN_BOILER_GAS	0.000017	0.000004	0.000000
DHN_BOILER_WOOD	0.000041	0.000010	0.000000
DHN_BOILER_OIL	0.000017	0.000004	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000065	0.000002	0.000000
DEC_HP_ELEC	1916.693136	1119.641441	0.000000
DEC_THHP_GAS	0.000130	0.000058	0.000000
DEC_COGEN_GAS	0.000085	0.000089	0.000000
DEC_COGEN_OIL	0.000087	0.000087	0.000000
DEC_ADVCOGEN_GAS	0.000151	0.000052	0.000000
DEC_ADVCOGEN_H2	0.000160	0.000043	0.000000
DEC_BOILER_GAS	0.000116	0.000043	0.000000
DEC_BOILER_WOOD	0.000141	0.000061	0.000000
DEC_BOILER_OIL	0.000092	0.000068	0.000000
DEC_SOLAR	0.001373	0.000252	0.000000
DEC_DIRECT_ELEC	139.226869	7.579160	0.000000
DEC_THHP_GAS_COLD	343.107729	172.208974	0.000000
DEC_ELEC_COLD	3445.613484	2251.427538	0.000000
IND_ELEC_COLD	56.075504	7.774658	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000	0.000000
BUS_COACH_DIESEL	2752.872659	1942.024137	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	0.000000
TRAIN_PUB	3452.354167	3727.411986	0.000000
CAR_GASOLINE	0.000439	0.000231	0.000000
CAR_DIESEL	0.000015	0.000008	0.000000
CAR_NG	0.000019	0.000010	0.000000
CAR_METHANOL	0.000012	0.000006	0.000000
CAR_HEV	0.000027	0.000020	0.000000
CAR_PHEV	0.000000	0.000000	0.000000
CAR_BEV	34549.441935	7344.382124	0.000000
CAR_FUEL_CELL	0.000016	0.000002	0.000000
TRAIN_FREIGHT	87.502019	52.351723	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000005	0.000004	0.000000
TRUCK_METHANOL	0.000001	0.000001	0.000000
TRUCK_FUEL_CELL	8967.613177	3356.488263	0.000000
TRUCK_ELEC	0.000041	0.000014	0.000000
TRUCK_NG	0.000012	0.000009	0.000000
HABER_BOSCH	178.875864	52.757526	0.000000
OIL_TO_HVC	0.000107	0.000007	0.000000
GAS_TO_HVC	0.000060	0.000027	0.000000
BIOMASS_TO_HVC	845.163263	227.839401	0.000000
METHANOL_TO_HVC	0.000068	0.000092	0.000000
SYN_METHANOLATION	0.000234	0.000072	0.000000
METHANE_TO_METHANOL	0.000068	0.000049	0.000000
