TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	10340.787823	219.654724	60.000000	2.134000	2.134000	2.135000	0.000000	0.274619	1.000000	0.850000	0.850000	0.025393	1510.615920
CCGT	0.001753	0.000042	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.018705	0.955769	0.048263	0.000390
CCGT_AMMONIA	0.000116	0.000003	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000120	0.590000	0.048263	0.000026
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850864	0.036934	0.000000
PV_ROOFTOP	0.000174	0.000002	25.000000	0.000000	0.000000	15.000000	0.000000	0.000000	1.000000	0.000213	1.000000	0.048263	0.000492
PV_UTILITY	3081.057713	77.466605	25.000000	0.000000	9.186136	10.000000	0.000000	0.157155	1.000000	0.113000	1.000000	0.048263	19120.299924
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
WIND_ONSHORE	115.626657	1.703072	30.000000	0.000000	0.101253	5.300000	0.000000	0.003526	1.000000	0.230000	1.000000	0.041639	63.065312
WIND_OFFSHORE	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
HYDRO_DAM	33941.650345	195.051200	40.000000	8.080000	8.080000	8.520000	0.000000	0.286250	1.000000	0.234000	1.000000	0.033427	13678.470401
HYDRO_RIVER	19170.696003	204.706000	40.000000	3.800000	3.800000	4.650000	0.000000	0.278450	1.000000	0.484000	1.000000	0.033427	4798.716001
TIDAL	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.000430	0.000007	30.000000	0.000000	0.000000	0.700000	0.000000	0.000000	1.000000	0.000371	0.850000	0.041639	0.001222
IND_COGEN_GAS	0.000314	0.000019	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001693	0.844900	0.048263	0.000211
IND_COGEN_WOOD	0.000158	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000568	0.844900	0.048263	0.000022
IND_COGEN_WASTE	0.000151	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000172	0.844900	0.048263	0.000031
IND_BOILER_GAS	118.317335	1.975392	17.000000	0.000000	1.674223	Infinity	0.000000	0.727530	1.000000	0.944300	0.944300	0.067080	20.626427
IND_BOILER_WOOD	91.480861	1.524628	17.000000	0.000000	0.661850	Infinity	0.000000	0.272468	1.000000	0.894600	0.894600	0.067080	19.107600
IND_BOILER_OIL	0.000075	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000503	0.944300	0.067080	0.000014
IND_BOILER_COAL	0.000661	0.000011	17.000000	0.000000	0.000005	Infinity	0.000000	0.000002	1.000000	0.040068	0.894600	0.067080	0.000230
IND_BOILER_WASTE	0.000105	0.000002	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001072	0.894600	0.067080	0.000022
IND_DIRECT_ELEC	0.000105	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000426	0.944300	0.074944	0.000000
DHN_HP_ELEC	398.541936	12.080742	25.000000	0.000000	1.007106	Infinity	0.000000	0.999996	1.000000	0.551624	0.944300	0.048263	176.032004
DHN_COGEN_GAS	0.002303	0.000063	25.000000	0.000000	0.000002	Infinity	0.000000	0.000002	1.000000	0.013141	0.844900	0.048263	0.000830
DHN_COGEN_WOOD	0.000132	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000355	0.844900	0.048263	0.000019
DHN_COGEN_WASTE	0.000144	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000153	0.844900	0.048263	0.000029
DHN_COGEN_WET_BIOMASS	0.000160	0.000025	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000785	0.745500	0.048263	0.000110
DHN_COGEN_BIO_HYDROLYSIS	0.000173	0.000008	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000248	0.844900	0.074944	0.000023
DHN_BOILER_GAS	0.000079	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000001	1.000000	0.002832	0.944300	0.067080	0.000014
DHN_BOILER_WOOD	0.000121	0.000002	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002285	0.894600	0.067080	0.000025
DHN_BOILER_OIL	0.000024	0.000000	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000479	0.944300	0.067080	0.000004
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.041639	0.000000
DHN_SOLAR	0.000063	0.000000	30.000000	0.000000	0.000000	30.000000	0.000000	0.000000	1.000000	0.000115	1.000000	0.041639	0.000037
DEC_HP_ELEC	0.000272	0.000010	18.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001907	1.000000	0.063806	0.000079
