TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.025393	0.000000
CCGT	3513.014172	83.917944	25.000000	0.000000	4.253250	Infinity	0.000000	0.067311	1.000000	0.184973	0.955769	0.048263	781.704773
CCGT_AMMONIA	0.001526	0.000036	25.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.001867	0.590000	0.048263	0.000340
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
COAL_IGCC	0.015442	0.000226	35.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.034927	0.850864	0.036934	0.001528
PV_ROOFTOP	16585.408714	218.625844	25.000000	0.000000	22.476904	27.150000	0.000000	0.212953	1.000000	0.110737	1.000000	0.048263	46784.102844
PV_UTILITY	10749.666146	270.277359	25.000000	0.000000	32.050000	32.050000	0.000000	0.308513	1.000000	0.112510	1.000000	0.048263	66709.831474
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
WIND_ONSHORE	11419.599998	168.200000	30.000000	0.000000	10.000000	10.000000	0.000000	0.202073	1.000000	0.236186	1.000000	0.041639	6228.499999
WIND_OFFSHORE	32143.799959	311.231987	30.000000	0.000000	6.000000	6.000000	0.000000	0.204540	1.000000	0.398450	1.000000	0.041639	3737.099995
HYDRO_DAM	0.020157	0.000101	40.000000	0.000000	0.000005	0.001000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.008123
HYDRO_RIVER	580.165793	5.801152	40.000000	0.000000	0.115000	0.115000	0.000000	0.004610	1.000000	0.468531	1.000000	0.033427	145.224298
TIDAL	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.041639	0.000000
IND_COGEN_GAS	3310.562471	200.639167	25.000000	0.000000	2.166457	Infinity	0.000000	0.252670	1.000000	0.837149	0.844900	0.048263	2219.144919
IND_COGEN_WOOD	0.001488	0.000051	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.003566	0.844900	0.048263	0.000210
IND_COGEN_WASTE	0.001673	0.000059	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002433	0.844900	0.048263	0.000340
IND_BOILER_GAS	0.001102	0.000018	17.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.013416	0.944300	0.067080	0.000192
IND_BOILER_WOOD	0.001395	0.000023	17.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.017956	0.894600	0.067080	0.000291
IND_BOILER_OIL	0.000814	0.000015	17.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.002158	0.944300	0.067080	0.000152
IND_BOILER_COAL	481.614475	8.026629	17.000000	0.000000	3.484405	Infinity	0.000000	0.434268	1.000000	0.894600	0.894600	0.067080	167.878638
IND_BOILER_WASTE	257.856325	4.297456	17.000000	0.000000	1.865550	Infinity	0.000000	0.232507	1.000000	0.894600	0.894600	0.067080	53.858429
IND_DIRECT_ELEC	2200.647025	8.556896	15.000000	0.000000	5.675720	Infinity	0.000000	0.080555	1.000000	0.101875	0.944300	0.074944	8.343309
DHN_HP_ELEC	2731.556265	82.799882	25.000000	0.000000	6.902576	Infinity	0.000000	0.999999	1.000000	0.620546	0.944300	0.048263	1206.501199
DHN_COGEN_GAS	0.004584	0.000126	25.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.010573	0.844900	0.048263	0.001653
DHN_COGEN_WOOD	0.001059	0.000037	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001573	0.844900	0.048263	0.000149
DHN_COGEN_WASTE	0.001312	0.000046	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001191	0.844900	0.048263	0.000267
DHN_COGEN_WET_BIOMASS	0.000757	0.000116	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002462	0.745500	0.048263	0.000520
DHN_COGEN_BIO_HYDROLYSIS	0.003041	0.000137	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.005024	0.844900	0.074944	0.000400
DHN_BOILER_GAS	0.000212	0.000004	17.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.001907	0.944300	0.067080	0.000037
DHN_BOILER_WOOD	0.000366	0.000006	17.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.002330	0.894600	0.067080	0.000077
DHN_BOILER_OIL	0.000191	0.000003	17.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.001223	0.944300	0.067080	0.000036
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.041639	0.000000
DHN_SOLAR	0.000815	0.000001	30.000000	0.000000	0.000002	111.780000	0.000000	0.000000	1.000000	0.001081	1.000000	0.041639	0.000473
DEC_HP_ELEC	10005.766589	372.938121	18.000000	0.000000	17.716220	Infinity	0.000000	0.784584	1.000000	0.430096	1.000000	0.063806	2921.227474
DEC_THHP_GAS	1777.516036	46.441456	20.000000	0.000000	4.905522	Infinity	0.000000	0.215415	1.000000	0.426470	1.000000	0.058246	1873.566165
DEC_COGEN_GAS	0.002415	0.000146	20.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.005130	1.000000	0.058246	0.001619
DEC_COGEN_OIL	0.001437	0.000083	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001426	1.000000	0.058246	0.001039
DEC_ADVCOGEN_GAS	0.003693	0.000074	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001771	1.000000	0.058246	0.001118
DEC_ADVCOGEN_H2	0.002596	0.000041	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000560	1.000000	0.058246	0.000620
DEC_BOILER_GAS	0.001489	0.000037	17.000000	0.000000	0.000008	Infinity	0.000000	0.000000	1.000000	0.003703	1.000000	0.067080	0.000165
DEC_BOILER_WOOD	0.001716	0.000050	17.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.004218	1.000000	0.067080	0.000065
DEC_BOILER_OIL	0.001139	0.000057	17.000000	0.000000	0.000007	Infinity	0.000000	0.000000	1.000000	0.001826	1.000000	0.067080	0.000141
DEC_SOLAR	0.014676	0.000157	20.000000	0.000000	0.000019	111.780000	0.000000	0.000000	1.000000	0.008528	1.000000	0.058246	0.004286
DEC_DIRECT_ELEC	0.001481	0.000006	15.000000	0.000000	0.000034	Infinity	0.000000	0.000000	1.000000	0.002054	1.000000	0.074944	0.000050
DEC_THHP_GAS_COLD	0.001200	0.000035	20.000000	0.000000	0.000004	Infinity	0.000000	0.290386	1.000000	0.009207	1.000000	0.058246	0.001351
DEC_ELEC_COLD	0.002584	0.000108	18.000000	0.000000	0.000005	Infinity	0.000000	0.709614	1.000000	0.022499	1.000000	0.063806	0.000806
IND_ELEC_COLD	833.286768	6.729251	20.000000	0.000000	1.253119	Infinity	0.000000	1.000000	1.000000	0.950000	0.950000	0.058246	219.032729
TRAMWAY_TROLLEY	0.000000	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	8401.036823	444.160895	15.000000	0.000000	14.536175	Infinity	0.000000	0.500000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	60240.800000	2174.109974	40.000000	40.000000	40.000000	Infinity	0.000000	0.500000	0.500000	0.107860	0.275073	0.033427	0.000000
CAR_GASOLINE	0.000172	0.000010	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000522	0.051370	0.108434	0.000000
CAR_DIESEL	0.000126	0.000007	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000463	0.051370	0.108434	0.000000
CAR_NG	0.000192	0.000011	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000419	0.051370	0.108434	0.000000
CAR_METHANOL	0.000101	0.000006	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000629	0.051370	0.108434	0.000000
CAR_HEV	0.000110	0.000009	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000511	0.051370	0.108434	0.000000
CAR_PHEV	0.038489	0.002867	10.000000	0.000000	0.000084	Infinity	0.000000	0.000000	1.000000	0.026706	0.051370	0.108434	0.000000
CAR_BEV	72871.954571	1679.735255	10.000000	0.000000	167.973526	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_FUEL_CELL	0.000142	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000374	0.051370	0.108434	0.000000
TRAIN_FREIGHT	737.042694	14.740231	40.000000	0.000000	7.058444	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
