TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	10345.633549	219.757655	60.000000	0.000000	2.135000	2.135000	0.000000	0.221974	1.000000	0.850000	0.850000	0.025393	1511.323800
CCGT	0.000291	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000876	0.955769	0.048263	0.000065
CCGT_AMMONIA	0.000206	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000139	0.590000	0.048263	0.000046
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
COAL_IGCC	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850864	0.036934	0.000000
PV_ROOFTOP	0.000981	0.000013	25.000000	0.000000	0.000001	15.000000	0.000000	0.000000	1.000000	0.001406	1.000000	0.048263	0.002767
PV_UTILITY	3354.029998	84.329909	25.000000	0.000000	10.000000	10.000000	0.000000	0.138218	1.000000	0.113000	1.000000	0.048263	20814.299990
PT_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
ST_POWER_BLOCK	0.000000	0.000000	25.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.048263	0.000000
WIND_ONSHORE	6052.387998	89.146000	30.000000	0.000000	5.300000	5.300000	0.000000	0.149104	1.000000	0.230000	1.000000	0.041639	3301.104999
WIND_OFFSHORE	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.041639	0.000000
HYDRO_DAM	35789.957666	205.672798	40.000000	8.080000	8.520000	8.520000	0.000000	0.243860	1.000000	0.234000	1.000000	0.033427	14423.337451
HYDRO_RIVER	21035.064611	224.613855	40.000000	3.800000	4.169554	4.650000	0.000000	0.246843	1.000000	0.484000	1.000000	0.033427	5265.395743
TIDAL	0.000000	0.000000	40.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.003183	0.000052	30.000000	0.000000	0.000000	0.700000	0.000000	0.000000	1.000000	0.003070	0.850000	0.041639	0.009054
IND_COGEN_GAS	0.000359	0.000022	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001267	0.844900	0.048263	0.000241
IND_COGEN_WOOD	0.000260	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000635	0.844900	0.048263	0.000037
IND_COGEN_WASTE	0.000288	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000333	0.844900	0.048263	0.000059
IND_BOILER_GAS	24.629987	0.411215	17.000000	0.000000	0.348521	Infinity	0.000000	0.140654	1.000000	0.876994	0.944300	0.067080	4.293780
IND_BOILER_WOOD	91.480982	1.524630	17.000000	0.000000	0.661851	Infinity	0.000000	0.272468	1.000000	0.894599	0.894600	0.067080	19.107625
IND_BOILER_OIL	0.000146	0.000003	17.000000	0.000000	0.000002	Infinity	0.000000	0.000000	1.000000	0.000715	0.944300	0.067080	0.000027
IND_BOILER_COAL	14.477402	0.241282	17.000000	0.000000	0.104742	Infinity	0.000000	0.043120	1.000000	0.894599	0.894600	0.067080	5.046457
IND_BOILER_WASTE	161.145892	2.685671	17.000000	0.000000	1.165865	Infinity	0.000000	0.479960	1.000000	0.894600	0.894600	0.067080	33.658529
IND_DIRECT_ELEC	152.259742	0.592040	15.000000	0.000000	0.392695	Infinity	0.000000	0.063798	1.000000	0.353040	0.944300	0.074944	0.577262
DHN_HP_ELEC	1595.535168	48.364416	25.000000	0.000000	4.031878	Infinity	0.000000	1.000000	1.000000	0.550442	0.944300	0.048263	704.731994
DHN_COGEN_GAS	0.000329	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000645	0.844900	0.048263	0.000119
DHN_COGEN_WOOD	0.000196	0.000007	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000292	0.844900	0.048263	0.000028
DHN_COGEN_WASTE	0.000254	0.000009	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000203	0.844900	0.048263	0.000052
DHN_COGEN_WET_BIOMASS	0.000151	0.000023	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000464	0.745500	0.048263	0.000103
DHN_COGEN_BIO_HYDROLYSIS	0.000327	0.000015	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000437	0.844900	0.074944	0.000043
DHN_BOILER_GAS	0.000044	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000564	0.944300	0.067080	0.000008
DHN_BOILER_WOOD	0.000073	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000615	0.894600	0.067080	0.000015
DHN_BOILER_OIL	0.000039	0.000001	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000362	0.944300	0.067080	0.000007
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.041639	0.000000
DHN_SOLAR	0.000154	0.000000	30.000000	0.000000	0.000000	30.000000	0.000000	0.000000	1.000000	0.000332	1.000000	0.041639	0.000089
DEC_HP_ELEC	3913.219516	145.854765	18.000000	0.000000	6.928750	Infinity	0.000000	0.562371	1.000000	0.404817	1.000000	0.063806	1142.481614
DEC_THHP_GAS	1962.263119	51.268374	20.000000	0.000000	5.415380	Infinity	0.000000	0.437629	1.000000	0.403059	1.000000	0.058246	2068.296269
DEC_COGEN_GAS	0.000235	0.000014	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000492	1.000000	0.058246	0.000157
DEC_COGEN_OIL	0.000174	0.000010	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000269	1.000000	0.058246	0.000126
DEC_ADVCOGEN_GAS	0.000356	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000186	1.000000	0.058246	0.000108
DEC_ADVCOGEN_H2	0.000298	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000087	1.000000	0.058246	0.000071
DEC_BOILER_GAS	0.000174	0.000004	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001207	1.000000	0.067080	0.000019
DEC_BOILER_WOOD	0.000224	0.000007	17.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000909	1.000000	0.067080	0.000009
DEC_BOILER_OIL	0.000123	0.000006	17.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000563	1.000000	0.067080	0.000015
DEC_SOLAR	0.002385	0.000025	20.000000	0.000000	0.000003	30.000000	0.000000	0.000000	1.000000	0.002454	1.000000	0.058246	0.000696
DEC_DIRECT_ELEC	0.000148	0.000001	15.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.000555	1.000000	0.074944	0.000005
DEC_THHP_GAS_COLD	0.000243	0.000007	20.000000	0.000000	0.000001	Infinity	0.000000	0.223805	1.000000	0.001866	1.000000	0.058246	0.000273
DEC_ELEC_COLD	0.000469	0.000020	18.000000	0.000000	0.000001	Infinity	0.000000	0.776195	1.000000	0.006470	1.000000	0.063806	0.000146
IND_ELEC_COLD	125.179284	1.010892	20.000000	0.000000	0.188248	Infinity	0.000000	1.000000	1.000000	0.950000	0.950000	0.058246	32.903871
TRAMWAY_TROLLEY	0.000000	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	8114.579836	429.015979	15.000000	0.000000	14.040523	Infinity	0.000000	0.500000	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	60240.800000	2174.109974	40.000000	40.000000	40.000000	Infinity	0.000000	0.500000	0.500000	0.104182	0.275073	0.033427	0.000000
CAR_GASOLINE	0.000044	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000050	0.051370	0.108434	0.000000
CAR_DIESEL	0.000072	0.000004	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000063	0.051370	0.108434	0.000000
CAR_NG	0.000048	0.000003	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000067	0.051370	0.108434	0.000000
CAR_METHANOL	0.000027	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000013	0.051370	0.108434	0.000000
CAR_HEV	0.000019	0.000002	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000023	0.051370	0.108434	0.000000
CAR_PHEV	0.007377	0.000550	10.000000	0.000000	0.000016	Infinity	0.000000	0.000000	1.000000	0.004636	0.051370	0.108434	0.000000
CAR_BEV	70387.196552	1622.460331	10.000000	0.000000	162.246033	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_FUEL_CELL	0.000036	0.000001	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000037	0.051370	0.108434	0.000000
TRAIN_FREIGHT	347.778747	6.955281	40.000000	0.000000	3.330576	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
TRUCK_DIESEL	0.000041	0.000002	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000110	0.092593	0.074944	0.000000
TRUCK_METHANOL	0.000012	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000031	0.092593	0.074944	0.000000
TRUCK_FUEL_CELL	0.000331	0.000009	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000714	0.092593	0.074944	0.000000
TRUCK_ELEC	0.000022	0.000001	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000027	0.092593	0.074944	0.000000
TRUCK_NG	13129.622976	685.733643	15.000000	0.000000	36.955705	Infinity	0.000000	1.000000	1.000000	0.092593	0.092593	0.074944	0.000000
HABER_BOSCH	0.000329	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	1.000000	1.000000	0.001781	0.994000	0.058246	0.000000
OIL_TO_HVC	45.083659	0.210601	15.000000	0.000000	0.100286	Infinity	0.000000	0.999998	1.000000	0.994000	0.994000	0.074944	0.000000
GAS_TO_HVC	0.000220	0.000005	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000242	0.994000	0.048263	0.000000
BIOMASS_TO_HVC	0.000370	0.000006	20.000000	0.000000	0.000000	Infinity	0.000000	0.000001	1.000000	0.000664	0.994000	0.058246	0.000000
METHANOL_TO_HVC	0.000168	0.000013	20.000000	0.000000	0.000000	Infinity	0.000000	0.000001	1.000000	0.000927	0.994000	0.058246	0.000000
SYN_METHANOLATION	0.000363	0.000007	20.000000	0.000000	0.000000	Infinity	0.000000	0.000013	1.000000	0.000757	0.944300	0.058246	0.000000
METHANE_TO_METHANOL	8.158182	0.282334	25.000000	0.000000	0.006736	Infinity	0.000000	0.999970	1.000000	0.844898	0.844900	0.048263	0.000000
BIOMASS_TO_METHANOL	0.000622	0.000005	20.000000	0.000000	0.000000	Infinity	0.000000	0.000017	1.000000	0.000954	0.994000	0.058246	0.000000
DAM_STORAGE	0.000000	0.000000	1.000000	7500.000000	9899.999519	9900.000000	0.000000	-1.000000	1.000000	0.000144	1.000000	1.015000	
PHS	39519.900001	0.000000	50.000000	369.000000	369.000000	1700.000000	0.000000	-1.000000	1.000000	0.000134	1.000000	0.028572	
BATT_LI	0.000760	0.000001	15.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.000114	1.000000	0.074944	
BEV_BATT	0.000000	0.000000	1.000000	0.000000	160.958366	Infinity	0.000000	-1.000000	1.000000	0.004788	1.000000	1.015000	
PHEV_BATT	0.000000	0.000000	1.000000	0.000000	0.000003	Infinity	0.000000	-1.000000	1.000000	0.000226	1.000000	1.015000	
TS_DEC_DIRECT_ELEC	0.000674	0.000005	20.000000	0.000000	0.000036	Infinity	0.000000	-1.000000	1.000000	0.000402	1.000000	0.058246	
TS_DEC_HP_ELEC	413.745215	2.896493	20.000000	0.000000	21.810502	Infinity	0.000000	-1.000000	1.000000	0.033586	1.000000	0.058246	
TS_DEC_THHP_GAS	323.375450	2.263845	20.000000	0.000000	17.046676	Infinity	0.000000	-1.000000	1.000000	0.033713	1.000000	0.058246	
TS_DEC_COGEN_GAS	0.000675	0.000005	20.000000	0.000000	0.000036	Infinity	0.000000	-1.000000	1.000000	0.000386	1.000000	0.058246	
TS_DEC_COGEN_OIL	0.000677	0.000005	20.000000	0.000000	0.000036	Infinity	0.000000	-1.000000	1.000000	0.000375	1.000000	0.058246	
TS_DEC_ADVCOGEN_GAS	0.000675	0.000005	20.000000	0.000000	0.000036	Infinity	0.000000	-1.000000	1.000000	0.000352	1.000000	0.058246	
TS_DEC_ADVCOGEN_H2	0.000667	0.000005	20.000000	0.000000	0.000035	Infinity	0.000000	-1.000000	1.000000	0.000223	1.000000	0.058246	
TS_DEC_BOILER_GAS	0.000671	0.000005	20.000000	0.000000	0.000035	Infinity	0.000000	-1.000000	1.000000	0.000541	1.000000	0.058246	
TS_DEC_BOILER_WOOD	0.000677	0.000005	20.000000	0.000000	0.000036	Infinity	0.000000	-1.000000	1.000000	0.000494	1.000000	0.058246	
TS_DEC_BOILER_OIL	0.000679	0.000005	20.000000	0.000000	0.000036	Infinity	0.000000	-1.000000	1.000000	0.000425	1.000000	0.058246	
TS_DHN_DAILY	0.001225	0.000004	40.000000	0.000000	0.000408	Infinity	0.000000	-1.000000	1.000000	0.000512	1.000000	0.033427	
TS_DHN_SEASONAL	349.510353	1.777171	25.000000	0.000000	592.390430	Infinity	0.000000	-1.000000	1.000000	0.001032	1.000000	0.048263	
TS_HIGH_TEMP	0.000955	0.000010	25.000000	0.000000	0.000034	Infinity	0.000000	-1.000000	1.000000	0.007718	1.000000	0.048263	
