TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.850000	0.025393	0.000000
CCGT	13399.861776	320.092318	25.000000	0.000000	16.223379	Infinity	0.000000	0.064411	1.000000	0.217065	0.955769	0.048263	2981.694750
CCGT_AMMONIA	0.003425	0.000081	25.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.002006	0.590000	0.048263	0.000762
COAL_US	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.862792	0.036934	0.000000
COAL_IGCC	0.012095	0.000177	35.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.013620	0.850864	0.036934	0.001197
PV_ROOFTOP	4796.264527	63.223487	25.000000	6.500000	6.500001	98.800000	0.000000	0.021162	1.000000	0.178001	1.000000	0.048263	13529.297757
PV_UTILITY	36512.546161	918.029864	25.000000	0.000000	108.861716	1217.000000	0.000000	0.382863	1.000000	0.192283	1.000000	0.048263	226588.041715
PT_POWER_BLOCK	0.000859	0.000052	25.000000	0.000000	0.000001	10.000000	0.000000	0.000000	1.000000	0.000330	1.000000	0.048263	0.000000
ST_POWER_BLOCK	450.103884	45.010388	25.000000	0.000000	9.002078	10.000000	0.000000	0.041237	1.000000	0.250449	1.000000	0.048263	0.000000
WIND_ONSHORE	115264.697437	1697.740911	30.000000	22.740000	100.935845	704.000000	0.000000	0.457794	1.000000	0.247969	1.000000	0.041639	62867.890993
WIND_OFFSHORE	0.019007	0.000184	30.000000	0.000000	0.000004	18.000000	0.000000	0.000000	1.000000	0.013097	1.000000	0.041639	0.002210
HYDRO_DAM	28435.119520	142.164114	40.000000	5.000000	6.769139	18.187000	0.000000	0.017230	1.000000	0.139165	1.000000	0.033427	11459.340861
HYDRO_RIVER	5473.738110	54.732605	40.000000	0.000000	1.085000	1.085000	0.000000	0.015303	1.000000	0.771100	1.000000	0.033427	1370.159677
TIDAL	0.003895	0.000242	40.000000	0.000000	0.000001	0.070000	0.000000	0.000000	1.000000	0.000769	1.000000	0.033427	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.058246	0.000000
GEOTHERMAL	0.020916	0.000340	30.000000	0.000000	0.000002	3.200000	0.000000	0.000000	1.000000	0.018295	0.850000	0.041639	0.059493
IND_COGEN_GAS	0.006368	0.000386	25.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.016672	0.844900	0.048263	0.004269
IND_COGEN_WOOD	0.005253	0.000181	25.000000	0.000000	0.000004	Infinity	0.000000	0.000000	1.000000	0.014677	0.844900	0.048263	0.000740
IND_COGEN_WASTE	0.004623	0.000162	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.005097	0.844900	0.048263	0.000941
IND_BOILER_GAS	0.004792	0.000080	17.000000	0.000000	0.000068	Infinity	0.000000	0.000000	1.000000	0.054917	0.944300	0.067080	0.000835
IND_BOILER_WOOD	319.314531	5.321724	17.000000	0.000000	2.310190	Infinity	0.000000	0.074861	1.000000	0.508828	0.894600	0.067080	66.695200
IND_BOILER_OIL	0.002478	0.000044	17.000000	0.000000	0.000038	Infinity	0.000000	0.000000	1.000000	0.007889	0.944300	0.067080	0.000464
IND_BOILER_COAL	884.396264	14.739425	17.000000	0.000000	6.398468	Infinity	0.000000	0.208652	1.000000	0.512042	0.894600	0.067080	308.278194
IND_BOILER_WASTE	966.633592	16.109999	17.000000	0.000000	6.993442	Infinity	0.000000	0.227755	1.000000	0.511373	0.894600	0.067080	201.900679
IND_DIRECT_ELEC	6088.280643	23.673395	15.000000	0.000000	15.702372	Infinity	0.000000	0.488731	1.000000	0.488725	0.944300	0.074944	23.082487
DHN_HP_ELEC	5776.200903	175.090208	25.000000	0.000000	14.596318	Infinity	0.000000	0.999999	1.000000	0.654882	0.944300	0.048263	2551.290415
DHN_COGEN_GAS	0.006613	0.000182	25.000000	0.000000	0.000005	Infinity	0.000000	0.000000	1.000000	0.013544	0.844900	0.048263	0.002384
DHN_COGEN_WOOD	0.003121	0.000108	25.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.004957	0.844900	0.048263	0.000440
DHN_COGEN_WASTE	0.003812	0.000133	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.003368	0.844900	0.048263	0.000776
DHN_COGEN_WET_BIOMASS	0.002179	0.000334	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.006463	0.745500	0.048263	0.001496
DHN_COGEN_BIO_HYDROLYSIS	0.004430	0.000199	15.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.005371	0.844900	0.074944	0.000583
DHN_BOILER_GAS	0.000707	0.000012	17.000000	0.000000	0.000010	Infinity	0.000000	0.000000	1.000000	0.007885	0.944300	0.067080	0.000123
DHN_BOILER_WOOD	0.002021	0.000034	17.000000	0.000000	0.000015	Infinity	0.000000	0.000000	1.000000	0.012178	0.894600	0.067080	0.000422
DHN_BOILER_OIL	0.000614	0.000011	17.000000	0.000000	0.000009	Infinity	0.000000	0.000000	1.000000	0.004679	0.944300	0.067080	0.000115
DHN_DEEP_GEO	0.000000	0.000000	30.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.844900	0.041639	0.000000
DHN_SOLAR	0.002866	0.000003	30.000000	0.000000	0.000008	407.000000	0.000000	0.000000	1.000000	0.010424	1.000000	0.041639	0.001663
DEC_HP_ELEC	32873.704334	1225.279186	18.000000	0.000000	58.206212	Infinity	0.000000	0.871736	1.000000	0.327764	1.000000	0.063806	9597.622273
DEC_THHP_GAS	0.026376	0.000689	20.000000	0.000000	0.000073	Infinity	0.000000	0.000001	1.000000	0.208922	1.000000	0.058246	0.027801
DEC_COGEN_GAS	0.005254	0.000318	20.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.006149	1.000000	0.058246	0.003522
DEC_COGEN_OIL	0.004546	0.000263	20.000000	0.000000	0.000003	Infinity	0.000000	0.000000	1.000000	0.003111	1.000000	0.058246	0.003286
DEC_ADVCOGEN_GAS	0.009361	0.000187	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.002834	1.000000	0.058246	0.002835
DEC_ADVCOGEN_H2	0.008493	0.000134	20.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001421	1.000000	0.058246	0.002028
DEC_BOILER_GAS	0.005340	0.000134	17.000000	0.000000	0.000028	Infinity	0.000000	0.000000	1.000000	0.021743	1.000000	0.067080	0.000592
DEC_BOILER_WOOD	0.006652	0.000194	17.000000	0.000000	0.000012	Infinity	0.000000	0.000000	1.000000	0.018402	1.000000	0.067080	0.000253
DEC_BOILER_OIL	0.003806	0.000190	17.000000	0.000000	0.000022	Infinity	0.000000	0.000000	1.000000	0.007211	1.000000	0.067080	0.000470
DEC_SOLAR	0.058087	0.000620	20.000000	0.000000	0.000077	407.000000	0.000000	0.000000	1.000000	0.107607	1.000000	0.058246	0.016962
DEC_DIRECT_ELEC	1126.882048	4.597433	15.000000	0.000000	25.839992	Infinity	0.000000	0.128262	1.000000	0.108631	1.000000	0.074944	37.984788
DEC_THHP_GAS_COLD	5895.034726	172.335910	20.000000	0.000000	17.372572	Infinity	0.000000	0.100000	0.100000	0.136543	1.000000	0.058246	6635.106277
DEC_ELEC_COLD	52151.756622	2174.304632	18.000000	0.000000	98.607920	Infinity	0.000000	0.900000	1.000000	0.216503	1.000000	0.063806	16259.459895
IND_ELEC_COLD	962.740065	7.774658	20.000000	0.000000	1.447795	Infinity	0.000000	1.000000	1.000000	0.950000	0.950000	0.058246	253.060042
TRAMWAY_TROLLEY	0.000000	0.000000	30.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.342466	0.041639	0.000000
BUS_COACH_DIESEL	36732.268535	1942.026633	15.000000	0.000000	63.557235	Infinity	0.000000	0.500001	1.000000	0.296804	0.296804	0.074944	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	15.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.296804	0.074944	0.000000
TRAIN_PUB	103279.963350	3727.407312	40.000000	40.000000	68.578082	Infinity	0.000000	0.499999	0.500000	0.275073	0.275073	0.033427	0.000000
CAR_GASOLINE	0.008460	0.000483	10.000000	0.000000	0.000020	Infinity	0.000000	0.000000	1.000000	0.010579	0.051370	0.108434	0.000000
CAR_DIESEL	0.000236	0.000013	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000591	0.051370	0.108434	0.000000
CAR_NG	0.000621	0.000035	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000993	0.051370	0.108434	0.000000
CAR_METHANOL	0.000296	0.000017	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000871	0.051370	0.108434	0.000000
CAR_HEV	0.000483	0.000038	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000893	0.051370	0.108434	0.000000
CAR_PHEV	0.000000	0.000000	10.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000000	0.051370	0.108434	0.000000
CAR_BEV	318621.319530	7344.381890	10.000000	0.000000	734.438189	Infinity	0.000000	1.000000	1.000000	0.051370	0.051370	0.108434	0.000000
CAR_FUEL_CELL	0.000390	0.000006	10.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.000610	0.051370	0.108434	0.000000
TRAIN_FREIGHT	2617.696841	52.351723	40.000000	0.000000	25.068922	Infinity	0.000000	1.000000	1.000000	0.342466	0.342466	0.033427	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	40.000000	0.000000	0.000000	Infinity	0.000000	0.000000	0.000000	0.000000	0.114155	0.033427	0.000000
