Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	646.723611	320.092318	0.000000
CCGT_AMMONIA	0.000165	0.000081	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000447	0.000177	0.000000
PV_ROOFTOP	231.484292	63.223487	0.000000
PV_UTILITY	1762.221589	918.029864	0.000000
PT_POWER_BLOCK	0.000041	0.000052	0.000000
ST_POWER_BLOCK	21.723568	45.010388	0.000000
WIND_ONSHORE	4799.528436	1697.740911	0.000000
WIND_OFFSHORE	0.000791	0.000184	0.000000
HYDRO_DAM	950.503632	142.164114	0.000000
HYDRO_RIVER	182.971200	54.732605	0.000000
TIDAL	0.000130	0.000242	0.000000
WAVE	0.000000	0.000000	0.000000
GEOTHERMAL	0.000871	0.000340	0.000000
IND_COGEN_GAS	0.000307	0.000386	0.000000
IND_COGEN_WOOD	0.000254	0.000181	0.000000
IND_COGEN_WASTE	0.000223	0.000162	0.000000
IND_BOILER_GAS	0.000321	0.000080	0.000000
IND_BOILER_WOOD	21.419509	5.321724	0.000000
IND_BOILER_OIL	0.000166	0.000044	0.000000
IND_BOILER_COAL	59.324998	14.739425	0.000000
IND_BOILER_WASTE	64.841450	16.109999	0.000000
IND_DIRECT_ELEC	456.282270	23.673395	0.000000
DHN_HP_ELEC	278.779406	175.090208	0.000000
DHN_COGEN_GAS	0.000319	0.000182	0.000000
DHN_COGEN_WOOD	0.000151	0.000108	0.000000
DHN_COGEN_WASTE	0.000184	0.000133	0.000000
DHN_COGEN_WET_BIOMASS	0.000105	0.000334	0.000000
DHN_COGEN_BIO_HYDROLYSIS	0.000332	0.000199	0.000000
DHN_BOILER_GAS	0.000047	0.000012	0.000000
DHN_BOILER_WOOD	0.000136	0.000034	0.000000
DHN_BOILER_OIL	0.000041	0.000011	0.000000
DHN_DEEP_GEO	0.000000	0.000000	0.000000
DHN_SOLAR	0.000119	0.000003	0.000000
DEC_HP_ELEC	2097.532405	1225.279186	0.000000
DEC_THHP_GAS	0.001536	0.000689	0.000000
DEC_COGEN_GAS	0.000306	0.000318	0.000000
DEC_COGEN_OIL	0.000265	0.000263	0.000000
DEC_ADVCOGEN_GAS	0.000545	0.000187	0.000000
DEC_ADVCOGEN_H2	0.000495	0.000134	0.000000
DEC_BOILER_GAS	0.000358	0.000134	0.000000
DEC_BOILER_WOOD	0.000446	0.000194	0.000000
DEC_BOILER_OIL	0.000255	0.000190	0.000000
DEC_SOLAR	0.003383	0.000620	0.000000
DEC_DIRECT_ELEC	84.453449	4.597433	0.000000
DEC_THHP_GAS_COLD	343.360636	172.335910	0.000000
DEC_ELEC_COLD	3327.583602	2174.304632	0.000000
IND_ELEC_COLD	56.075504	7.774658	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000	0.000000
BUS_COACH_DIESEL	2752.876197	1942.026633	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	0.000000
TRAIN_PUB	3452.349838	3727.407312	0.000000
CAR_GASOLINE	0.000917	0.000483	0.000000
CAR_DIESEL	0.000026	0.000013	0.000000
CAR_NG	0.000067	0.000035	0.000000
CAR_METHANOL	0.000032	0.000017	0.000000
CAR_HEV	0.000052	0.000038	0.000000
CAR_PHEV	0.000000	0.000000	0.000000
CAR_BEV	34549.440834	7344.381890	0.000000
CAR_FUEL_CELL	0.000042	0.000006	0.000000
TRAIN_FREIGHT	87.502019	52.351723	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	0.000000
BOAT_FREIGHT_METHANOL	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000001	0.000001	0.000000
